departureId,routeId,routeName,originDeparture,departureMinute,bandOrdinal,serviceWindow,serviceDayHints,selectedPatternId,patternMatchStatus,status,serviceRuleRaw,departureRuleRaw,departureRemarkRaw
5:13:22:b0,5,5 Upward,13:22,22,0,09:18–17:26,teaching_day|monday|tuesday|wednesday|thursday|friday,5:default,unique,scheduled_departure_candidate,09:18 - 17:26 Mon to Fri; Teaching days only,"18, 22, 26",
5:13:22:b1,5,5 Upward,13:22,22,1,09:18–13:26,teaching_day|saturday,5:default,unique,scheduled_departure_candidate,09:18 - 13:26 Sat; Teaching days only,"18, 22, 26",
5:13:26:b0,5,5 Upward,13:26,26,0,09:18–17:26,teaching_day|monday|tuesday|wednesday|thursday|friday,5:default,unique,scheduled_departure_candidate,09:18 - 17:26 Mon to Fri; Teaching days only,"18, 22, 26",
5:13:26:b1,5,5 Upward,13:26,26,1,09:18–13:26,teaching_day|saturday,5:default,unique,scheduled_departure_candidate,09:18 - 13:26 Sat; Teaching days only,"18, 22, 26",
5:14:18:b0,5,5 Upward,14:18,18,0,09:18–17:26,teaching_day|monday|tuesday|wednesday|thursday|friday,5:default,unique,scheduled_departure_candidate,09:18 - 17:26 Mon to Fri; Teaching days only,"18, 22, 26",
5:14:22:b0,5,5 Upward,14:22,22,0,09:18–17:26,teaching_day|monday|tuesday|wednesday|thursday|friday,5:default,unique,scheduled_departure_candidate,09:18 - 17:26 Mon to Fri; Teaching days only,"18, 22, 26",
5:14:26:b0,5,5 Upward,14:26,26,0,09:18–17:26,teaching_day|monday|tuesday|wednesday|thursday|friday,5:default,unique,scheduled_departure_candidate,09:18 - 17:26 Mon to Fri; Teaching days only,"18, 22, 26",
5:15:18:b0,5,5 Upward,15:18,18,0,09:18–17:26,teaching_day|monday|tuesday|wednesday|thursday|friday,5:default,unique,scheduled_departure_candidate,09:18 - 17:26 Mon to Fri; Teaching days only,"18, 22, 26",
5:15:22:b0,5,5 Upward,15:22,22,0,09:18–17:26,teaching_day|monday|tuesday|wednesday|thursday|friday,5:default,unique,scheduled_departure_candidate,09:18 - 17:26 Mon to Fri; Teaching days only,"18, 22, 26",
5:15:26:b0,5,5 Upward,15:26,26,0,09:18–17:26,teaching_day|monday|tuesday|wednesday|thursday|friday,5:default,unique,scheduled_departure_candidate,09:18 - 17:26 Mon to Fri; Teaching days only,"18, 22, 26",
5:16:18:b0,5,5 Upward,16:18,18,0,09:18–17:26,teaching_day|monday|tuesday|wednesday|thursday|friday,5:default,unique,scheduled_departure_candidate,09:18 - 17:26 Mon to Fri; Teaching days only,"18, 22, 26",
5:16:22:b0,5,5 Upward,16:22,22,0,09:18–17:26,teaching_day|monday|tuesday|wednesday|thursday|friday,5:default,unique,scheduled_departure_candidate,09:18 - 17:26 Mon to Fri; Teaching days only,"18, 22, 26",
5:16:26:b0,5,5 Upward,16:26,26,0,09:18–17:26,teaching_day|monday|tuesday|wednesday|thursday|friday,5:default,unique,scheduled_departure_candidate,09:18 - 17:26 Mon to Fri; Teaching days only,"18, 22, 26",
5:17:18:b0,5,5 Upward,17:18,18,0,09:18–17:26,teaching_day|monday|tuesday|wednesday|thursday|friday,5:default,unique,scheduled_departure_candidate,09:18 - 17:26 Mon to Fri; Teaching days only,"18, 22, 26",
5:17:22:b0,5,5 Upward,17:22,22,0,09:18–17:26,teaching_day|monday|tuesday|wednesday|thursday|friday,5:default,unique,scheduled_departure_candidate,09:18 - 17:26 Mon to Fri; Teaching days only,"18, 22, 26",
5:17:26:b0,5,5 Upward,17:26,26,0,09:18–17:26,teaching_day|monday|tuesday|wednesday|thursday|friday,5:default,unique,scheduled_departure_candidate,09:18 - 17:26 Mon to Fri; Teaching days only,"18, 22, 26",
6a:09:10:b0,6a,6A Downward (CWC),09:10,10,0,09:10–17:10,teaching_day|monday|tuesday|wednesday|thursday|friday,6a:default,unique,scheduled_departure_candidate,09:10 - 17:10 Mon to Fri; Teaching days only,10,
6a:09:10:b1,6a,6A Downward (CWC),09:10,10,1,09:10–13:10,teaching_day|saturday,6a:default,unique,scheduled_departure_candidate,09:10 - 13:10 Sat; Teaching days only,10,
6a:10:10:b0,6a,6A Downward (CWC),10:10,10,0,09:10–17:10,teaching_day|monday|tuesday|wednesday|thursday|friday,6a:default,unique,scheduled_departure_candidate,09:10 - 17:10 Mon to Fri; Teaching days only,10,
6a:10:10:b1,6a,6A Downward (CWC),10:10,10,1,09:10–13:10,teaching_day|saturday,6a:default,unique,scheduled_departure_candidate,09:10 - 13:10 Sat; Teaching days only,10,
6a:11:10:b0,6a,6A Downward (CWC),11:10,10,0,09:10–17:10,teaching_day|monday|tuesday|wednesday|thursday|friday,6a:default,unique,scheduled_departure_candidate,09:10 - 17:10 Mon to Fri; Teaching days only,10,
6a:11:10:b1,6a,6A Downward (CWC),11:10,10,1,09:10–13:10,teaching_day|saturday,6a:default,unique,scheduled_departure_candidate,09:10 - 13:10 Sat; Teaching days only,10,
6a:12:10:b0,6a,6A Downward (CWC),12:10,10,0,09:10–17:10,teaching_day|monday|tuesday|wednesday|thursday|friday,6a:default,unique,scheduled_departure_candidate,09:10 - 17:10 Mon to Fri; Teaching days only,10,
6a:12:10:b1,6a,6A Downward (CWC),12:10,10,1,09:10–13:10,teaching_day|saturday,6a:default,unique,scheduled_departure_candidate,09:10 - 13:10 Sat; Teaching days only,10,
6a:13:10:b0,6a,6A Downward (CWC),13:10,10,0,09:10–17:10,teaching_day|monday|tuesday|wednesday|thursday|friday,6a:default,unique,scheduled_departure_candidate,09:10 - 17:10 Mon to Fri; Teaching days only,10,
6a:13:10:b1,6a,6A Downward (CWC),13:10,10,1,09:10–13:10,teaching_day|saturday,6a:default,unique,scheduled_departure_candidate,09:10 - 13:10 Sat; Teaching days only,10,
6a:14:10:b0,6a,6A Downward (CWC),14:10,10,0,09:10–17:10,teaching_day|monday|tuesday|wednesday|thursday|friday,6a:default,unique,scheduled_departure_candidate,09:10 - 17:10 Mon to Fri; Teaching days only,10,
6a:15:10:b0,6a,6A Downward (CWC),15:10,10,0,09:10–17:10,teaching_day|monday|tuesday|wednesday|thursday|friday,6a:default,unique,scheduled_departure_candidate,09:10 - 17:10 Mon to Fri; Teaching days only,10,
6a:16:10:b0,6a,6A Downward (CWC),16:10,10,0,09:10–17:10,teaching_day|monday|tuesday|wednesday|thursday|friday,6a:default,unique,scheduled_departure_candidate,09:10 - 17:10 Mon to Fri; Teaching days only,10,
6a:17:10:b0,6a,6A Downward (CWC),17:10,10,0,09:10–17:10,teaching_day|monday|tuesday|wednesday|thursday|friday,6a:default,unique,scheduled_departure_candidate,09:10 - 17:10 Mon to Fri; Teaching days only,10,
6b:12:20:b0,6b,6B Downward (NA / UC),12:20,20,0,12:20–17:20,teaching_day|monday|tuesday|wednesday|thursday|friday,6b:default,unique,scheduled_departure_candidate,12:20 - 17:20 Mon to Fri; Teaching days only,20,
6b:13:20:b0,6b,6B Downward (NA / UC),13:20,20,0,12:20–17:20,teaching_day|monday|tuesday|wednesday|thursday|friday,6b:default,unique,scheduled_departure_candidate,12:20 - 17:20 Mon to Fri; Teaching days only,20,
6b:14:20:b0,6b,6B Downward (NA / UC),14:20,20,0,12:20–17:20,teaching_day|monday|tuesday|wednesday|thursday|friday,6b:default,unique,scheduled_departure_candidate,12:20 - 17:20 Mon to Fri; Teaching days only,20,
6b:15:20:b0,6b,6B Downward (NA / UC),15:20,20,0,12:20–17:20,teaching_day|monday|tuesday|wednesday|thursday|friday,6b:default,unique,scheduled_departure_candidate,12:20 - 17:20 Mon to Fri; Teaching days only,20,
6b:16:20:b0,6b,6B Downward (NA / UC),16:20,20,0,12:20–17:20,teaching_day|monday|tuesday|wednesday|thursday|friday,6b:default,unique,scheduled_departure_candidate,12:20 - 17:20 Mon to Fri; Teaching days only,20,
6b:17:20:b0,6b,6B Downward (NA / UC),17:20,20,0,12:20–17:20,teaching_day|monday|tuesday|wednesday|thursday|friday,6b:default,unique,scheduled_departure_candidate,12:20 - 17:20 Mon to Fri; Teaching days only,20,
7:08:18:b0,7,7 Downward (Shaw),08:18,18,0,08:18–17:50,teaching_day|monday|tuesday|wednesday|thursday|friday,7:default,unique,scheduled_departure_candidate,08:18 - 17:50 Mon to Fri; Teaching days only,"18, 50",
7:08:18:b1,7,7 Downward (Shaw),08:18,18,1,08:18–13:18,teaching_day|saturday,7:default,unique,scheduled_departure_candidate,08:18 - 13:18 Sat; Teaching days only,"18, 50",
7:08:50:b0,7,7 Downward (Shaw),08:50,50,0,08:18–17:50,teaching_day|monday|tuesday|wednesday|thursday|friday,7:default,unique,scheduled_departure_candidate,08:18 - 17:50 Mon to Fri; Teaching days only,"18, 50",
7:08:50:b1,7,7 Downward (Shaw),08:50,50,1,08:18–13:18,teaching_day|saturday,7:default,unique,scheduled_departure_candidate,08:18 - 13:18 Sat; Teaching days only,"18, 50",
7:09:18:b0,7,7 Downward (Shaw),09:18,18,0,08:18–17:50,teaching_day|monday|tuesday|wednesday|thursday|friday,7:default,unique,scheduled_departure_candidate,08:18 - 17:50 Mon to Fri; Teaching days only,"18, 50",
7:09:18:b1,7,7 Downward (Shaw),09:18,18,1,08:18–13:18,teaching_day|saturday,7:default,unique,scheduled_departure_candidate,08:18 - 13:18 Sat; Teaching days only,"18, 50",
7:09:50:b0,7,7 Downward (Shaw),09:50,50,0,08:18–17:50,teaching_day|monday|tuesday|wednesday|thursday|friday,7:default,unique,scheduled_departure_candidate,08:18 - 17:50 Mon to Fri; Teaching days only,"18, 50",
7:09:50:b1,7,7 Downward (Shaw),09:50,50,1,08:18–13:18,teaching_day|saturday,7:default,unique,scheduled_departure_candidate,08:18 - 13:18 Sat; Teaching days only,"18, 50",
7:10:18:b0,7,7 Downward (Shaw),10:18,18,0,08:18–17:50,teaching_day|monday|tuesday|wednesday|thursday|friday,7:default,unique,scheduled_departure_candidate,08:18 - 17:50 Mon to Fri; Teaching days only,"18, 50",
7:10:18:b1,7,7 Downward (Shaw),10:18,18,1,08:18–13:18,teaching_day|saturday,7:default,unique,scheduled_departure_candidate,08:18 - 13:18 Sat; Teaching days only,"18, 50",
7:10:50:b0,7,7 Downward (Shaw),10:50,50,0,08:18–17:50,teaching_day|monday|tuesday|wednesday|thursday|friday,7:default,unique,scheduled_departure_candidate,08:18 - 17:50 Mon to Fri; Teaching days only,"18, 50",
7:10:50:b1,7,7 Downward (Shaw),10:50,50,1,08:18–13:18,teaching_day|saturday,7:default,unique,scheduled_departure_candidate,08:18 - 13:18 Sat; Teaching days only,"18, 50",
7:11:18:b0,7,7 Downward (Shaw),11:18,18,0,08:18–17:50,teaching_day|monday|tuesday|wednesday|thursday|friday,7:default,unique,scheduled_departure_candidate,08:18 - 17:50 Mon to Fri; Teaching days only,"18, 50",
7:11:18:b1,7,7 Downward (Shaw),11:18,18,1,08:18–13:18,teaching_day|saturday,7:default,unique,scheduled_departure_candidate,08:18 - 13:18 Sat; Teaching days only,"18, 50",
7:11:50:b0,7,7 Downward (Shaw),11:50,50,0,08:18–17:50,teaching_day|monday|tuesday|wednesday|thursday|friday,7:default,unique,scheduled_departure_candidate,08:18 - 17:50 Mon to Fri; Teaching days only,"18, 50",
7:11:50:b1,7,7 Downward (Shaw),11:50,50,1,08:18–13:18,teaching_day|saturday,7:default,unique,scheduled_departure_candidate,08:18 - 13:18 Sat; Teaching days only,"18, 50",
7:12:18:b0,7,7 Downward (Shaw),12:18,18,0,08:18–17:50,teaching_day|monday|tuesday|wednesday|thursday|friday,7:default,unique,scheduled_departure_candidate,08:18 - 17:50 Mon to Fri; Teaching days only,"18, 50",
7:12:18:b1,7,7 Downward (Shaw),12:18,18,1,08:18–13:18,teaching_day|saturday,7:default,unique,scheduled_departure_candidate,08:18 - 13:18 Sat; Teaching days only,"18, 50",
7:12:50:b0,7,7 Downward (Shaw),12:50,50,0,08:18–17:50,teaching_day|monday|tuesday|wednesday|thursday|friday,7:default,unique,scheduled_departure_candidate,08:18 - 17:50 Mon to Fri; Teaching days only,"18, 50",
7:12:50:b1,7,7 Downward (Shaw),12:50,50,1,08:18–13:18,teaching_day|saturday,7:default,unique,scheduled_departure_candidate,08:18 - 13:18 Sat; Teaching days only,"18, 50",
7:13:18:b0,7,7 Downward (Shaw),13:18,18,0,08:18–17:50,teaching_day|monday|tuesday|wednesday|thursday|friday,7:default,unique,scheduled_departure_candidate,08:18 - 17:50 Mon to Fri; Teaching days only,"18, 50",
7:13:18:b1,7,7 Downward (Shaw),13:18,18,1,08:18–13:18,teaching_day|saturday,7:default,unique,scheduled_departure_candidate,08:18 - 13:18 Sat; Teaching days only,"18, 50",
7:13:50:b0,7,7 Downward (Shaw),13:50,50,0,08:18–17:50,teaching_day|monday|tuesday|wednesday|thursday|friday,7:default,unique,scheduled_departure_candidate,08:18 - 17:50 Mon to Fri; Teaching days only,"18, 50",
7:14:18:b0,7,7 Downward (Shaw),14:18,18,0,08:18–17:50,teaching_day|monday|tuesday|wednesday|thursday|friday,7:default,unique,scheduled_departure_candidate,08:18 - 17:50 Mon to Fri; Teaching days only,"18, 50",
7:14:50:b0,7,7 Downward (Shaw),14:50,50,0,08:18–17:50,teaching_day|monday|tuesday|wednesday|thursday|friday,7:default,unique,scheduled_departure_candidate,08:18 - 17:50 Mon to Fri; Teaching days only,"18, 50",
7:15:18:b0,7,7 Downward (Shaw),15:18,18,0,08:18–17:50,teaching_day|monday|tuesday|wednesday|thursday|friday,7:default,unique,scheduled_departure_candidate,08:18 - 17:50 Mon to Fri; Teaching days only,"18, 50",
7:15:50:b0,7,7 Downward (Shaw),15:50,50,0,08:18–17:50,teaching_day|monday|tuesday|wednesday|thursday|friday,7:default,unique,scheduled_departure_candidate,08:18 - 17:50 Mon to Fri; Teaching days only,"18, 50",
7:16:18:b0,7,7 Downward (Shaw),16:18,18,0,08:18–17:50,teaching_day|monday|tuesday|wednesday|thursday|friday,7:default,unique,scheduled_departure_candidate,08:18 - 17:50 Mon to Fri; Teaching days only,"18, 50",
7:16:50:b0,7,7 Downward (Shaw),16:50,50,0,08:18–17:50,teaching_day|monday|tuesday|wednesday|thursday|friday,7:default,unique,scheduled_departure_candidate,08:18 - 17:50 Mon to Fri; Teaching days only,"18, 50",
7:17:18:b0,7,7 Downward (Shaw),17:18,18,0,08:18–17:50,teaching_day|monday|tuesday|wednesday|thursday|friday,7:default,unique,scheduled_departure_candidate,08:18 - 17:50 Mon to Fri; Teaching days only,"18, 50",
7:17:50:b0,7,7 Downward (Shaw),17:50,50,0,08:18–17:50,teaching_day|monday|tuesday|wednesday|thursday|friday,7:default,unique,scheduled_departure_candidate,08:18 - 17:50 Mon to Fri; Teaching days only,"18, 50",
8:07:40:b0,8,8 Western Campus,07:40,40,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:08:00:b0,8,8 Western Campus,08:00,0,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:08:20:b0,8,8 Western Campus,08:20,20,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:08:40:b0,8,8 Western Campus,08:40,40,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:09:00:b0,8,8 Western Campus,09:00,0,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:09:20:b0,8,8 Western Campus,09:20,20,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:09:40:b0,8,8 Western Campus,09:40,40,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:10:00:b0,8,8 Western Campus,10:00,0,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:10:20:b0,8,8 Western Campus,10:20,20,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:10:40:b0,8,8 Western Campus,10:40,40,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:11:00:b0,8,8 Western Campus,11:00,0,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:11:20:b0,8,8 Western Campus,11:20,20,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:11:40:b0,8,8 Western Campus,11:40,40,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:12:00:b0,8,8 Western Campus,12:00,0,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:12:20:b0,8,8 Western Campus,12:20,20,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:12:40:b0,8,8 Western Campus,12:40,40,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:13:00:b0,8,8 Western Campus,13:00,0,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:13:20:b0,8,8 Western Campus,13:20,20,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:13:40:b0,8,8 Western Campus,13:40,40,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:14:00:b0,8,8 Western Campus,14:00,0,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:14:20:b0,8,8 Western Campus,14:20,20,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:14:40:b0,8,8 Western Campus,14:40,40,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:15:00:b0,8,8 Western Campus,15:00,0,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:15:20:b0,8,8 Western Campus,15:20,20,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:15:40:b0,8,8 Western Campus,15:40,40,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:16:00:b0,8,8 Western Campus,16:00,0,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:16:20:b0,8,8 Western Campus,16:20,20,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:16:40:b0,8,8 Western Campus,16:40,40,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
8:17:00:b0,8,8 Western Campus,17:00,0,0,07:40–18:40,monday|tuesday|wednesday|thursday|friday|saturday|except_public_holiday,,ambiguous,scheduled_departure_candidate,07:40 - 18:40 For Mon to Sat (Except Public Holidays),"00, 20, 40 ＃During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)","During non-teaching days, buses will stop at Station Piazza & Chung Chi Teaching Bldg. (without stopping at Univ. Station)"
